qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	ID	Entry Name	Protein Name	Organism	Gene Name	Keywords	Comments
AUGUSTUS_g1.t1	tr|A0A453S6I0|A0A453S6I0_AEGTS	31.343	67	44	2	65	131	14	78	0.030	36.6	A0A453S6I0	A0A453S6I0_AEGTS	RecName: Full=RING-type E3 ubiquitin transferase {ECO:0000256|ARBA:ARBA00012483}; EC=2.3.2.27 {ECO:0000256|ARBA:ARBA00012483};	Aegilops tauschii subsp. strangulata (Goatgrass).	[]	['Metal-binding', 'Reference proteome', 'Ubl conjugation pathway', 'Zinc', 'Zinc-finger']	['CATALYTIC ACTIVITY: Reaction=S-ubiquitinyl-[E2 ubiquitin-conjugating enzyme]-L-cysteine +   [acceptor protein]-L-lysine = [E2 ubiquitin-conjugating enzyme]-L-   cysteine + N(6)-ubiquitinyl-[acceptor protein]-L-lysine.;   EC=2.3.2.27; Evidence={ECO:0000256|ARBA:ARBA00000900};', 'PATHWAY: Protein modification; protein ubiquitination. {ECO:0000256|ARBA:ARBA00004906}.', 'SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004167}; Single- pass membrane protein {ECO:0000256|ARBA:ARBA00004167}.']
AUGUSTUS_g1.t1	tr|A0A453EEM6|A0A453EEM6_AEGTS	36.538	52	30	3	80	131	114	162	0.033	38.9	A0A453EEM6	A0A453EEM6_AEGTS	RecName: Full=RING-type E3 ubiquitin transferase {ECO:0000256|ARBA:ARBA00012483}; EC=2.3.2.27 {ECO:0000256|ARBA:ARBA00012483};	Aegilops tauschii subsp. strangulata (Goatgrass).	[]	['Membrane', 'Metal-binding', 'Reference proteome', 'Transmembrane', 'Transmembrane helix', 'Ubl conjugation pathway', 'Zinc', 'Zinc-finger']	['CATALYTIC ACTIVITY: Reaction=S-ubiquitinyl-[E2 ubiquitin-conjugating enzyme]-L-cysteine +   [acceptor protein]-L-lysine = [E2 ubiquitin-conjugating enzyme]-L-   cysteine + N(6)-ubiquitinyl-[acceptor protein]-L-lysine.;   EC=2.3.2.27; Evidence={ECO:0000256|ARBA:ARBA00000900};', 'PATHWAY: Protein modification; protein ubiquitination. {ECO:0000256|ARBA:ARBA00004906}.', 'SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004167}; Single- pass membrane protein {ECO:0000256|ARBA:ARBA00004167}.']
AUGUSTUS_g1.t1	tr|A0A453I4R8|A0A453I4R8_AEGTS	36.842	57	32	3	70	125	100	153	0.035	38.1	A0A453I4R8	A0A453I4R8_AEGTS	RecName: Full=RING-type E3 ubiquitin transferase {ECO:0000256|ARBA:ARBA00012483}; EC=2.3.2.27 {ECO:0000256|ARBA:ARBA00012483};	Aegilops tauschii subsp. strangulata (Goatgrass).	[]	['Membrane', 'Metal-binding', 'Reference proteome', 'Transmembrane', 'Transmembrane helix', 'Ubl conjugation pathway', 'Zinc', 'Zinc-finger']	['CATALYTIC ACTIVITY: Reaction=S-ubiquitinyl-[E2 ubiquitin-conjugating enzyme]-L-cysteine +   [acceptor protein]-L-lysine = [E2 ubiquitin-conjugating enzyme]-L-   cysteine + N(6)-ubiquitinyl-[acceptor protein]-L-lysine.;   EC=2.3.2.27; Evidence={ECO:0000256|ARBA:ARBA00000900};', 'PATHWAY: Protein modification; protein ubiquitination. {ECO:0000256|ARBA:ARBA00004906}.', 'SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004167}; Single- pass membrane protein {ECO:0000256|ARBA:ARBA00004167}.']
AUGUSTUS_g1.t1	tr|A0A453S695|A0A453S695_AEGTS	34.426	61	38	2	66	126	109	167	0.036	39.3	A0A453S695	A0A453S695_AEGTS	RecName: Full=RING-type domain-containing protein {ECO:0000259|PROSITE:PS50089};	Aegilops tauschii subsp. strangulata (Goatgrass).	[]	['Membrane', 'Metal-binding', 'Reference proteome', 'Transmembrane', 'Transmembrane helix', 'Zinc', 'Zinc-finger']	['PATHWAY: Protein modification; protein ubiquitination. {ECO:0000256|ARBA:ARBA00004906}.', 'SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004167}; Single- pass membrane protein {ECO:0000256|ARBA:ARBA00004167}.', 'SIMILARITY: Belongs to the RING-type zinc finger family. ATL subfamily. {ECO:0000256|ARBA:ARBA00024209}.']
AUGUSTUS_g1.t1	tr|A0A453Q3K6|A0A453Q3K6_AEGTS	34.247	73	43	4	54	125	144	212	0.038	38.9	A0A453Q3K6	A0A453Q3K6_AEGTS	RecName: Full=RING-type E3 ubiquitin transferase {ECO:0000256|ARBA:ARBA00012483}; EC=2.3.2.27 {ECO:0000256|ARBA:ARBA00012483};	Aegilops tauschii subsp. strangulata (Goatgrass).	[]	['Membrane', 'Metal-binding {ECO:0000256|ARBA:ARBA00022771, ECO:0000256|PROSITE-', 'ProRule:PRU00175}', 'Reference proteome', 'Transmembrane', 'Transmembrane helix', 'Ubl conjugation pathway', 'Zinc', 'Zinc-finger {ECO:0000256|ARBA:ARBA00022771, ECO:0000256|PROSITE-', 'ProRule:PRU00175}']	['CATALYTIC ACTIVITY: Reaction=S-ubiquitinyl-[E2 ubiquitin-conjugating enzyme]-L-cysteine +   [acceptor protein]-L-lysine = [E2 ubiquitin-conjugating enzyme]-L-   cysteine + N(6)-ubiquitinyl-[acceptor protein]-L-lysine.;   EC=2.3.2.27; Evidence={ECO:0000256|ARBA:ARBA00000900};', 'PATHWAY: Protein modification; protein ubiquitination. {ECO:0000256|ARBA:ARBA00004906}.', 'SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004167}; Single- pass membrane protein {ECO:0000256|ARBA:ARBA00004167}.']
AUGUSTUS_g1.t1	tr|A0A452YQ93|A0A452YQ93_AEGTS	34.286	70	42	3	80	148	43	109	0.039	37.4	A0A452YQ93	A0A452YQ93_AEGTS	RecName: Full=RING-type E3 ubiquitin transferase {ECO:0000256|ARBA:ARBA00012483}; EC=2.3.2.27 {ECO:0000256|ARBA:ARBA00012483};	Aegilops tauschii subsp. strangulata (Goatgrass).	[]	['Metal-binding', 'Reference proteome', 'Ubl conjugation pathway', 'Zinc', 'Zinc-finger']	['CATALYTIC ACTIVITY: Reaction=S-ubiquitinyl-[E2 ubiquitin-conjugating enzyme]-L-cysteine +   [acceptor protein]-L-lysine = [E2 ubiquitin-conjugating enzyme]-L-   cysteine + N(6)-ubiquitinyl-[acceptor protein]-L-lysine.;   EC=2.3.2.27; Evidence={ECO:0000256|ARBA:ARBA00000900};', 'PATHWAY: Protein modification; protein ubiquitination. {ECO:0000256|ARBA:ARBA00004906}.', 'SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004167}; Single- pass membrane protein {ECO:0000256|ARBA:ARBA00004167}.']
AUGUSTUS_g1.t1	tr|A0A453ENN6|A0A453ENN6_AEGTS	31.507	73	39	3	53	125	304	365	0.043	39.3	A0A453ENN6	A0A453ENN6_AEGTS	RecName: Full=RING-type domain-containing protein {ECO:0000259|PROSITE:PS50089};	Aegilops tauschii subsp. strangulata (Goatgrass).	[]	['Membrane', 'Metal-binding', 'Reference proteome', 'Transmembrane', 'Transmembrane helix', 'Zinc', 'Zinc-finger']	[]
AUGUSTUS_g1.t1	tr|A0A453ENJ4|A0A453ENJ4_AEGTS	31.507	73	39	3	53	125	270	331	0.044	39.3	A0A453ENJ4	A0A453ENJ4_AEGTS	RecName: Full=RING-type domain-containing protein {ECO:0000259|PROSITE:PS50089};	Aegilops tauschii subsp. strangulata (Goatgrass).	[]	['Membrane', 'Metal-binding', 'Reference proteome', 'Transmembrane', 'Transmembrane helix', 'Zinc', 'Zinc-finger']	[]
AUGUSTUS_g1.t1	tr|A0A453PSZ7|A0A453PSZ7_AEGTS	35.417	48	28	2	79	126	221	265	0.045	38.9	A0A453PSZ7	A0A453PSZ7_AEGTS	RecName: Full=RING-type domain-containing protein {ECO:0000259|PROSITE:PS50089};	Aegilops tauschii subsp. strangulata (Goatgrass).	[]	['Membrane', 'Metal-binding', 'Reference proteome', 'Transmembrane', 'Transmembrane helix', 'Zinc', 'Zinc-finger']	[]
AUGUSTUS_g1.t1	tr|A0A453R4G4|A0A453R4G4_AEGTS	40.000	45	25	2	80	124	145	187	0.045	39.3	A0A453R4G4	A0A453R4G4_AEGTS	RecName: Full=RING-type E3 ubiquitin transferase {ECO:0000256|ARBA:ARBA00012483}; EC=2.3.2.27 {ECO:0000256|ARBA:ARBA00012483};	Aegilops tauschii subsp. strangulata (Goatgrass).	[]	['Membrane', 'Metal-binding', 'Reference proteome', 'Signal', 'Transmembrane', 'Transmembrane helix', 'Ubl conjugation pathway', 'Zinc', 'Zinc-finger']	['CATALYTIC ACTIVITY: Reaction=S-ubiquitinyl-[E2 ubiquitin-conjugating enzyme]-L-cysteine +   [acceptor protein]-L-lysine = [E2 ubiquitin-conjugating enzyme]-L-   cysteine + N(6)-ubiquitinyl-[acceptor protein]-L-lysine.;   EC=2.3.2.27; Evidence={ECO:0000256|ARBA:ARBA00000900};', 'PATHWAY: Protein modification; protein ubiquitination. {ECO:0000256|ARBA:ARBA00004906}.', 'SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004167}; Single- pass membrane protein {ECO:0000256|ARBA:ARBA00004167}.']
AUGUSTUS_g1.t1	tr|A0A453PDG6|A0A453PDG6_AEGTS	30.645	62	29	3	80	128	8	68	0.045	35.8	A0A453PDG6	A0A453PDG6_AEGTS	RecName: Full=RING-type domain-containing protein {ECO:0000259|PROSITE:PS50089};	Aegilops tauschii subsp. strangulata (Goatgrass).	[]	['Metal-binding', 'Reference proteome', 'Ubl conjugation pathway', 'Zinc', 'Zinc-finger {ECO:0000256|ARBA:ARBA00022771, ECO:0000256|PROSITE-', 'ProRule:PRU00175}']	['PATHWAY: Protein modification; protein ubiquitination. {ECO:0000256|ARBA:ARBA00004906}.', 'SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|ARBA:ARBA00004496}. Nucleus {ECO:0000256|ARBA:ARBA00004123}.']
AUGUSTUS_g1.t1	tr|A0A453QCU6|A0A453QCU6_AEGTS	34.667	75	42	3	55	125	68	139	0.047	37.4	A0A453QCU6	A0A453QCU6_AEGTS	RecName: Full=RING-type domain-containing protein {ECO:0000259|PROSITE:PS50089};	Aegilops tauschii subsp. strangulata (Goatgrass).	[]	['Metal-binding', 'Reference proteome', 'Signal', 'Zinc', 'Zinc-finger {ECO:0000256|ARBA:ARBA00022771, ECO:0000256|PROSITE-', 'ProRule:PRU00175}']	[]
AUGUSTUS_g1.t1	tr|A0A452YQA4|A0A452YQA4_AEGTS	34.286	70	42	3	80	148	133	199	0.047	38.5	A0A452YQA4	A0A452YQA4_AEGTS	RecName: Full=RING-type E3 ubiquitin transferase {ECO:0000256|ARBA:ARBA00012483}; EC=2.3.2.27 {ECO:0000256|ARBA:ARBA00012483};	Aegilops tauschii subsp. strangulata (Goatgrass).	[]	['Membrane', 'Metal-binding', 'Reference proteome', 'Transmembrane', 'Transmembrane helix', 'Ubl conjugation pathway', 'Zinc', 'Zinc-finger']	['CATALYTIC ACTIVITY: Reaction=S-ubiquitinyl-[E2 ubiquitin-conjugating enzyme]-L-cysteine +   [acceptor protein]-L-lysine = [E2 ubiquitin-conjugating enzyme]-L-   cysteine + N(6)-ubiquitinyl-[acceptor protein]-L-lysine.;   EC=2.3.2.27; Evidence={ECO:0000256|ARBA:ARBA00000900};', 'PATHWAY: Protein modification; protein ubiquitination. {ECO:0000256|ARBA:ARBA00004906}.', 'SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004167}; Single- pass membrane protein {ECO:0000256|ARBA:ARBA00004167}.']
AUGUSTUS_g1.t1	tr|A0A453R0K6|A0A453R0K6_AEGTS	36.957	46	27	2	80	125	179	222	0.049	38.9	A0A453R0K6	A0A453R0K6_AEGTS	RecName: Full=RING-type E3 ubiquitin transferase {ECO:0000256|ARBA:ARBA00012483}; EC=2.3.2.27 {ECO:0000256|ARBA:ARBA00012483};	Aegilops tauschii subsp. strangulata (Goatgrass).	[]	['Membrane', 'Metal-binding', 'Reference proteome', 'Transmembrane', 'Transmembrane helix', 'Ubl conjugation pathway', 'Zinc', 'Zinc-finger']	['CATALYTIC ACTIVITY: Reaction=S-ubiquitinyl-[E2 ubiquitin-conjugating enzyme]-L-cysteine +   [acceptor protein]-L-lysine = [E2 ubiquitin-conjugating enzyme]-L-   cysteine + N(6)-ubiquitinyl-[acceptor protein]-L-lysine.;   EC=2.3.2.27; Evidence={ECO:0000256|ARBA:ARBA00000900};', 'PATHWAY: Protein modification; protein ubiquitination. {ECO:0000256|ARBA:ARBA00004906}.', 'SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004167}; Single- pass membrane protein {ECO:0000256|ARBA:ARBA00004167}.']
AUGUSTUS_g1.t1	tr|A0A453KDC8|A0A453KDC8_AEGTS	31.373	51	34	1	74	124	82	131	0.049	37.4	A0A453KDC8	A0A453KDC8_AEGTS	RecName: Full=RING-type domain-containing protein {ECO:0000259|PROSITE:PS50089};	Aegilops tauschii subsp. strangulata (Goatgrass).	[]	['Membrane', 'Metal-binding', 'Reference proteome', 'Transmembrane', 'Transmembrane helix', 'Zinc', 'Zinc-finger']	[]
AUGUSTUS_g1.t1	tr|A0A453KQV9|A0A453KQV9_AEGTS	35.088	57	34	3	69	124	125	179	0.049	38.9	A0A453KQV9	A0A453KQV9_AEGTS	RecName: Full=RING-type domain-containing protein {ECO:0000259|PROSITE:PS50089};	Aegilops tauschii subsp. strangulata (Goatgrass).	[]	['Membrane', 'Metal-binding', 'Reference proteome', 'Transmembrane', 'Transmembrane helix', 'Zinc', 'Zinc-finger']	['PATHWAY: Protein modification; protein ubiquitination. {ECO:0000256|ARBA:ARBA00004906}.', 'SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004167}; Single- pass membrane protein {ECO:0000256|ARBA:ARBA00004167}.', 'SIMILARITY: Belongs to the RING-type zinc finger family. ATL subfamily. {ECO:0000256|ARBA:ARBA00024209}.']
AUGUSTUS_g1.t1	tr|A0A453ENJ0|A0A453ENJ0_AEGTS	31.507	73	39	3	53	125	91	152	0.051	38.9	A0A453ENJ0	A0A453ENJ0_AEGTS	RecName: Full=RING-type domain-containing protein {ECO:0000259|PROSITE:PS50089};	Aegilops tauschii subsp. strangulata (Goatgrass).	[]	['Membrane', 'Metal-binding', 'Reference proteome', 'Transmembrane', 'Transmembrane helix', 'Zinc', 'Zinc-finger']	[]
AUGUSTUS_g1.t1	tr|A0A453L5A6|A0A453L5A6_AEGTS	36.538	52	31	2	75	126	174	223	0.051	38.5	A0A453L5A6	A0A453L5A6_AEGTS	RecName: Full=RING-type E3 ubiquitin transferase {ECO:0000256|ARBA:ARBA00012483}; EC=2.3.2.27 {ECO:0000256|ARBA:ARBA00012483};	Aegilops tauschii subsp. strangulata (Goatgrass).	[]	['Membrane', 'Metal-binding', 'Reference proteome', 'Transmembrane', 'Transmembrane helix', 'Ubl conjugation pathway', 'Zinc', 'Zinc-finger']	['CATALYTIC ACTIVITY: Reaction=S-ubiquitinyl-[E2 ubiquitin-conjugating enzyme]-L-cysteine +   [acceptor protein]-L-lysine = [E2 ubiquitin-conjugating enzyme]-L-   cysteine + N(6)-ubiquitinyl-[acceptor protein]-L-lysine.;   EC=2.3.2.27; Evidence={ECO:0000256|ARBA:ARBA00000900};', 'PATHWAY: Protein modification; protein ubiquitination. {ECO:0000256|ARBA:ARBA00004906}.', 'SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004167}; Single- pass membrane protein {ECO:0000256|ARBA:ARBA00004167}.']
AUGUSTUS_g1.t1	tr|A0A453ENK2|A0A453ENK2_AEGTS	31.507	73	39	3	53	125	270	331	0.052	38.9	A0A453ENK2	A0A453ENK2_AEGTS	RecName: Full=RING-type domain-containing protein {ECO:0000259|PROSITE:PS50089};	Aegilops tauschii subsp. strangulata (Goatgrass).	[]	['Membrane', 'Metal-binding', 'Reference proteome', 'Transmembrane', 'Transmembrane helix', 'Zinc', 'Zinc-finger']	[]
AUGUSTUS_g1.t1	tr|A0A453JNX7|A0A453JNX7_AEGTS	37.778	45	25	2	80	124	97	138	0.053	37.4	A0A453JNX7	A0A453JNX7_AEGTS	RecName: Full=RING-type E3 ubiquitin transferase {ECO:0000256|ARBA:ARBA00012483}; EC=2.3.2.27 {ECO:0000256|ARBA:ARBA00012483};	Aegilops tauschii subsp. strangulata (Goatgrass).	[]	['Metal-binding', 'Reference proteome', 'Transferase', 'Zinc', 'Zinc-finger {ECO:0000256|ARBA:ARBA00022771, ECO:0000256|PROSITE-', 'ProRule:PRU00175}']	['CATALYTIC ACTIVITY: Reaction=S-ubiquitinyl-[E2 ubiquitin-conjugating enzyme]-L-cysteine +   [acceptor protein]-L-lysine = [E2 ubiquitin-conjugating enzyme]-L-   cysteine + N(6)-ubiquitinyl-[acceptor protein]-L-lysine.;   EC=2.3.2.27; Evidence={ECO:0000256|ARBA:ARBA00000900};']
AUGUSTUS_g1.t1	tr|A0A453PDE8|A0A453PDE8_AEGTS	30.645	62	29	3	80	128	16	76	0.055	35.8	A0A453PDE8	A0A453PDE8_AEGTS	RecName: Full=RING-type domain-containing protein {ECO:0000259|PROSITE:PS50089};	Aegilops tauschii subsp. strangulata (Goatgrass).	[]	['Metal-binding', 'Reference proteome', 'Ubl conjugation pathway', 'Zinc', 'Zinc-finger {ECO:0000256|ARBA:ARBA00022771, ECO:0000256|PROSITE-', 'ProRule:PRU00175}']	['PATHWAY: Protein modification; protein ubiquitination. {ECO:0000256|ARBA:ARBA00004906}.', 'SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|ARBA:ARBA00004496}. Nucleus {ECO:0000256|ARBA:ARBA00004123}.']
AUGUSTUS_g1.t1	tr|A0A453KQL6|A0A453KQL6_AEGTS	35.088	57	34	3	69	124	125	179	0.056	38.9	A0A453KQL6	A0A453KQL6_AEGTS	RecName: Full=RING-type domain-containing protein {ECO:0000259|PROSITE:PS50089};	Aegilops tauschii subsp. strangulata (Goatgrass).	[]	['Membrane', 'Metal-binding', 'Reference proteome', 'Transmembrane', 'Transmembrane helix', 'Zinc', 'Zinc-finger']	['PATHWAY: Protein modification; protein ubiquitination. {ECO:0000256|ARBA:ARBA00004906}.', 'SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004167}; Single- pass membrane protein {ECO:0000256|ARBA:ARBA00004167}.', 'SIMILARITY: Belongs to the RING-type zinc finger family. ATL subfamily. {ECO:0000256|ARBA:ARBA00024209}.']
AUGUSTUS_g1.t1	tr|A0A452Y507|A0A452Y507_AEGTS	30.000	60	39	2	79	138	137	193	0.058	38.1	A0A452Y507	A0A452Y507_AEGTS	RecName: Full=RING-type domain-containing protein {ECO:0000259|PROSITE:PS50089};	Aegilops tauschii subsp. strangulata (Goatgrass).	[]	['Membrane', 'Metal-binding', 'Reference proteome', 'Transmembrane', 'Transmembrane helix', 'Zinc', 'Zinc-finger']	[]
AUGUSTUS_g1.t1	tr|A0A452Y4Z6|A0A452Y4Z6_AEGTS	30.000	60	39	2	79	138	142	198	0.058	38.1	A0A452Y4Z6	A0A452Y4Z6_AEGTS	RecName: Full=RING-type domain-containing protein {ECO:0000259|PROSITE:PS50089};	Aegilops tauschii subsp. strangulata (Goatgrass).	[]	['Membrane', 'Metal-binding', 'Reference proteome', 'Transmembrane', 'Transmembrane helix', 'Zinc', 'Zinc-finger']	[]
AUGUSTUS_g1.t1	tr|A0A452Y505|A0A452Y505_AEGTS	30.000	60	39	2	79	138	142	198	0.060	38.1	A0A452Y505	A0A452Y505_AEGTS	RecName: Full=RING-type domain-containing protein {ECO:0000259|PROSITE:PS50089};	Aegilops tauschii subsp. strangulata (Goatgrass).	[]	['Membrane', 'Metal-binding', 'Reference proteome', 'Transmembrane', 'Transmembrane helix', 'Zinc', 'Zinc-finger']	[]
AUGUSTUS_g1.t1	tr|A0A453EEK7|A0A453EEK7_AEGTS	31.579	76	47	4	54	128	75	146	0.060	37.0	A0A453EEK7	A0A453EEK7_AEGTS	RecName: Full=RING-type E3 ubiquitin transferase {ECO:0000256|ARBA:ARBA00012483}; EC=2.3.2.27 {ECO:0000256|ARBA:ARBA00012483};	Aegilops tauschii subsp. strangulata (Goatgrass).	[]	['Metal-binding', 'Reference proteome', 'Ubl conjugation pathway', 'Zinc', 'Zinc-finger']	['CATALYTIC ACTIVITY: Reaction=S-ubiquitinyl-[E2 ubiquitin-conjugating enzyme]-L-cysteine +   [acceptor protein]-L-lysine = [E2 ubiquitin-conjugating enzyme]-L-   cysteine + N(6)-ubiquitinyl-[acceptor protein]-L-lysine.;   EC=2.3.2.27; Evidence={ECO:0000256|ARBA:ARBA00000900};', 'PATHWAY: Protein modification; protein ubiquitination. {ECO:0000256|ARBA:ARBA00004906}.', 'SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004167}; Single- pass membrane protein {ECO:0000256|ARBA:ARBA00004167}.']
AUGUSTUS_g1.t1	tr|A0A453PKD2|A0A453PKD2_AEGTS	36.508	63	36	3	63	124	64	123	0.061	36.6	A0A453PKD2	A0A453PKD2_AEGTS	RecName: Full=RING-type domain-containing protein {ECO:0000259|PROSITE:PS50089};	Aegilops tauschii subsp. strangulata (Goatgrass).	[]	['Metal-binding', 'Reference proteome', 'Zinc', 'Zinc-finger']	[]
AUGUSTUS_g1.t1	tr|A0A453IC13|A0A453IC13_AEGTS	34.375	64	34	3	80	142	177	233	0.062	38.9	A0A453IC13	A0A453IC13_AEGTS	RecName: Full=RING-type E3 ubiquitin transferase {ECO:0000256|ARBA:ARBA00012483}; EC=2.3.2.27 {ECO:0000256|ARBA:ARBA00012483};	Aegilops tauschii subsp. strangulata (Goatgrass).	[]	['Membrane', 'Metal-binding', 'Reference proteome', 'Transmembrane', 'Transmembrane helix', 'Ubl conjugation pathway', 'Zinc', 'Zinc-finger']	['CATALYTIC ACTIVITY: Reaction=S-ubiquitinyl-[E2 ubiquitin-conjugating enzyme]-L-cysteine +   [acceptor protein]-L-lysine = [E2 ubiquitin-conjugating enzyme]-L-   cysteine + N(6)-ubiquitinyl-[acceptor protein]-L-lysine.;   EC=2.3.2.27; Evidence={ECO:0000256|ARBA:ARBA00000900};', 'PATHWAY: Protein modification; protein ubiquitination. {ECO:0000256|ARBA:ARBA00004906}.', 'SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004167}; Single- pass membrane protein {ECO:0000256|ARBA:ARBA00004167}.']
AUGUSTUS_g1.t1	tr|A0A453ENK5|A0A453ENK5_AEGTS	31.507	73	39	3	53	125	270	331	0.062	38.5	A0A453ENK5	A0A453ENK5_AEGTS	RecName: Full=RING-type domain-containing protein {ECO:0000259|PROSITE:PS50089};	Aegilops tauschii subsp. strangulata (Goatgrass).	[]	['Membrane', 'Metal-binding', 'Reference proteome', 'Transmembrane', 'Transmembrane helix', 'Zinc', 'Zinc-finger']	[]
AUGUSTUS_g1.t1	tr|A0A453ENJ7|A0A453ENJ7_AEGTS	34.328	67	33	4	59	125	4	59	0.063	38.1	A0A453ENJ7	A0A453ENJ7_AEGTS	RecName: Full=RING-type domain-containing protein {ECO:0000259|PROSITE:PS50089};	Aegilops tauschii subsp. strangulata (Goatgrass).	[]	['Metal-binding', 'Reference proteome', 'Zinc', 'Zinc-finger {ECO:0000256|ARBA:ARBA00022771, ECO:0000256|PROSITE-', 'ProRule:PRU00175}']	[]
AUGUSTUS_g1.t1	tr|A0A453LFW5|A0A453LFW5_AEGTS	28.788	66	42	3	61	126	115	175	0.065	37.7	A0A453LFW5	A0A453LFW5_AEGTS	RecName: Full=RING-type domain-containing protein {ECO:0000259|PROSITE:PS50089};	Aegilops tauschii subsp. strangulata (Goatgrass).	[]	['Metal-binding', 'Reference proteome', 'Zinc', 'Zinc-finger']	[]
AUGUSTUS_g1.t1	tr|A0A453PKF4|A0A453PKF4_AEGTS	36.508	63	36	3	63	124	74	133	0.067	36.6	A0A453PKF4	A0A453PKF4_AEGTS	RecName: Full=RING-type domain-containing protein {ECO:0000259|PROSITE:PS50089};	Aegilops tauschii subsp. strangulata (Goatgrass).	[]	['Metal-binding', 'Reference proteome', 'Zinc', 'Zinc-finger']	[]
AUGUSTUS_g1.t1	tr|A0A453RBM5|A0A453RBM5_AEGTS	34.615	52	32	2	80	131	82	131	0.067	37.4	A0A453RBM5	A0A453RBM5_AEGTS	RecName: Full=RING-type domain-containing protein {ECO:0000259|PROSITE:PS50089};	Aegilops tauschii subsp. strangulata (Goatgrass).	[]	['Membrane', 'Metal-binding', 'Reference proteome', 'Transmembrane', 'Transmembrane helix', 'Zinc', 'Zinc-finger']	['PATHWAY: Protein modification; protein ubiquitination. {ECO:0000256|ARBA:ARBA00004906}.', 'SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004167}; Single- pass membrane protein {ECO:0000256|ARBA:ARBA00004167}.', 'SIMILARITY: Belongs to the RING-type zinc finger family. ATL subfamily. {ECO:0000256|ARBA:ARBA00024209}.']
AUGUSTUS_g1.t1	tr|A0A453PWS9|A0A453PWS9_AEGTS	29.167	96	61	4	33	125	102	193	0.068	37.7	A0A453PWS9	A0A453PWS9_AEGTS	RecName: Full=RING-type domain-containing protein {ECO:0000259|PROSITE:PS50089};	Aegilops tauschii subsp. strangulata (Goatgrass).	[]	['Metal-binding', 'Reference proteome', 'Zinc', 'Zinc-finger {ECO:0000256|ARBA:ARBA00022771, ECO:0000256|PROSITE-', 'ProRule:PRU00175}']	[]
AUGUSTUS_g1.t1	tr|A0A452YR56|A0A452YR56_AEGTS	32.653	49	28	1	87	130	2	50	0.069	38.9	A0A452YR56	A0A452YR56_AEGTS	RecName: Full=Cellulose synthase-like protein D2 {ECO:0008006|Google:ProtNLM};	Aegilops tauschii subsp. strangulata (Goatgrass).	[]	['Cell wall biogenesis/degradation', 'Glycosyltransferase', 'Membrane', 'Reference proteome', 'Transferase', 'Transmembrane', 'Transmembrane helix {ECO:0000256|ARBA:ARBA00022989,', 'ECO:0000256|SAM:Phobius}']	['SUBCELLULAR LOCATION: Endomembrane system {ECO:0000256|ARBA:ARBA00004127}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004127}.']
AUGUSTUS_g1.t1	tr|A0A453ENK1|A0A453ENK1_AEGTS	31.507	73	39	3	53	125	270	331	0.070	38.5	A0A453ENK1	A0A453ENK1_AEGTS	RecName: Full=RING-type domain-containing protein {ECO:0000259|PROSITE:PS50089};	Aegilops tauschii subsp. strangulata (Goatgrass).	[]	['Membrane', 'Metal-binding', 'Reference proteome', 'Transmembrane', 'Transmembrane helix', 'Zinc', 'Zinc-finger']	[]
AUGUSTUS_g1.t1	tr|A0A453ENH8|A0A453ENH8_AEGTS	31.507	73	39	3	53	125	319	380	0.070	38.5	A0A453ENH8	A0A453ENH8_AEGTS	RecName: Full=RING-type domain-containing protein {ECO:0000259|PROSITE:PS50089};	Aegilops tauschii subsp. strangulata (Goatgrass).	[]	['Membrane', 'Metal-binding', 'Reference proteome', 'Transmembrane', 'Transmembrane helix', 'Zinc', 'Zinc-finger']	[]
AUGUSTUS_g1.t1	tr|A0A453PX87|A0A453PX87_AEGTS	29.167	96	61	4	33	125	101	192	0.070	37.7	A0A453PX87	A0A453PX87_AEGTS	RecName: Full=RING-type domain-containing protein {ECO:0000259|PROSITE:PS50089};	Aegilops tauschii subsp. strangulata (Goatgrass).	[]	['Metal-binding', 'Reference proteome', 'Zinc', 'Zinc-finger {ECO:0000256|ARBA:ARBA00022771, ECO:0000256|PROSITE-', 'ProRule:PRU00175}']	[]
